Airport,POS1Lon,POS1Lat,POS13Lon,POS13Lat,POS2Lon,POS2Lat,POS3Lon,POS3Lat,POS4Lon,POS4Lat,POS5Lon,POS5Lat,POS6Lon,POS6Lat,POS7Lon,POS7Lat,POS8Lon,POS8Lat,POS9Lon,POS9Lat,POS10Lon,POS10Lat,POS11Lon,POS11Lat,POS12Lon,POS12Lat
宁波/栎社,33594885.34021081,7691352.203094149,33594885.34021081,7691352.203094149,33590244.30428286,7696201.117762683,33582077.105708435,7691213.352012569,33572610.14977189,7691490.221315969,33569454.86904622,7690381.878507277,33566113.59048039,7684560.12731746,33556089.75478287,7681371.2356048925,33560729.6769513,7676794.149018074,33568897.989285246,7681787.257066408,33578364.94522178,7681509.356157891,33581891.10786827,7682619.261369448,33584861.50451329,7688579.8994818535
宁蒗/泸沽湖,31282534.57481125,7864858.949946566,31282534.57481125,7864858.949946566,31287918.48834034,7868964.201682231,31278822.41432461,7872657.933556523,31276594.89528072,7878675.061071754,31273439.614555046,7880042.578262869,31264157.54269915,7880588.89292977,31257104.103646666,7885919.71710326,31252092.18579791,7881819.256276631,31261188.259813644,7878264.862881258,31263415.778857533,7872110.499815827,31266200.177662395,7870468.895426573,31275295.137918606,7869921.37901862
安庆,33100005.230546087,7614500.351337782,33100005.230546087,7614500.351337782,33103903.388872895,7619238.570914078,33093507.557495054,7622024.517923673,33089795.397008408,7627455.960711717,33086640.11628273,7628709.052458215,33077173.160346195,7628013.183555987,33068447.968251273,7632189.516399143,33064549.80992446,7627595.477488693,33074945.641302302,7624809.874689068,33078657.80178895,7619098.965466556,33081442.200593814,7618402.5879850015,33090909.15653035,7619098.965466556
宜宾/菜坝,31709847.349317618,7766527.666541655,31709847.349317618,7766527.666541655,31711703.9864407,7771901.3843910275,31700566.391221244,7772177.454753233,31694440.713850543,7776722.736939095,31691656.315045677,7776997.885538754,31683117.12079092,7774380.86213926,31672907.28725324,7776584.7474596305,31671608.64365065,7771488.095172757,31682189.359109137,7770937.57487354,31688871.91624081,7766665.755756261,31691099.435284704,7766114.217571467,31699637.51577994,7768732.795548612
宜昌/三峡,32481682.698026024,7632745.70415003,32481682.698026024,7632745.70415003,32475557.020655323,7636503.115680158,32468688.465683483,7631075.400151645,32459221.509746946,7630379.656147525,32456993.990703054,7628987.222663645,32455138.467339493,7622860.270462703,32446042.39332376,7618820.586102165,32451797.188773654,7614778.822370809,32458664.629985973,7620213.259819262,32468503.58160284,7621188.712252045,32470359.104966402,7622581.970766451,32472215.742089488,7628709.052458215
宜春/明月山,32791864.724887915,7844177.817307638,32791864.724887915,7844177.817307638,32797062.64057684,7848562.725426972,32787223.68895997,7851850.733440701,32784625.28799527,7857466.556836199,32782026.88703057,7858835.256569862,32772744.815174676,7858698.8853531005,32765134.49636122,7863900.616465094,32759936.580672298,7859520.3791958,32769775.53228917,7856234.122951813,32772373.93325387,7850206.823471566,32775158.33205873,7848973.767579559,32784254.40607446,7849111.053037913
富蕴/可可托海,30041806.46736368,6184209.644252556,30041806.46736368,6184209.644252556,30036423.66759412,6189474.505590452,30025842.952135634,6184528.495555256,30013777.595234394,6185326.052931482,30010250.318828396,6183889.824051332,30005238.400979638,6177663.505526656,29992244.168637097,6174629.241683047,29997628.08216618,6169195.473970279,30008765.67738564,6174309.079339413,30020831.03428688,6173350.440976246,30024172.312852714,6174788.360025564,30028813.34878066,6181016.676021894
巴彦淖尔/天吉泰,32070334.552507233,6728295.531722989,32070334.552507233,6728295.531722989,32066993.273941398,6733869.71887585,32056040.562802583,6729802.592563277,32045459.847344097,6731911.376316255,32042490.56445859,6731158.483567828,32036364.88708789,6725281.638094461,32023741.536666155,6723773.900749495,32027082.81523199,6718496.398037327,32038406.408291616,6721964.679683622,32048987.123750098,6720155.133272862,32052328.402315937,6720909.753690165,32058083.197765827,6726487.122890975
布尔津/喀纳斯,29760954.183752708,6049135.028847983,29760954.183752708,6049135.028847983,29754271.62662103,6053994.904844778,29744618.672844328,6048324.138769061,29731810.438341953,6048162.7296135845,29728840.04169693,6046541.666441742,29725498.76313109,6039568.737260705,29712876.526468873,6035674.628764147,29719188.201679744,6030804.547849096,29729212.037377253,6036486.693756066,29741648.2761993,6036973.507042149,29744989.55476514,6037947.052163973,29748702.829011306,6044920.302639551
常州/奔牛,33409073.497886032,7513337.180913052,33409073.497886032,7513337.180913052,33406103.101241,7518534.003108906,33396265.263383657,7514882.040575875,33386983.19152776,7516567.433361908,33383271.031041116,7515584.876647968,33377702.233431388,7510667.575929608,33366378.640371762,7509263.004119428,33369349.037016794,7504062.367381707,33379558.870554466,7507294.991875596,33388839.828650843,7505608.361876018,33392367.105056845,7506451.705060162,33398120.786747217,7511651.357671831
常德/桃花源,32482239.577786997,7748600.772678781,32482239.577786997,7748600.772678781,32490406.776361424,7749842.65259776,32486137.73611381,7756325.935857147,32490035.894440617,7761841.741796672,32489293.016839482,7764046.788048059,32481868.69586619,7768044.0920400135,32481311.816105217,7774932.072732396,32472958.619690627,7773692.4380789865,32476856.778017435,7767492.608566475,32473700.38353224,7761428.153193178,32474257.263293214,7759773.675361719,32481125.818265054,7755360.216252622
广元/盘龙,31839043.453863323,7466471.506536292,31839043.453863323,7466471.506536292,31840714.093146242,7471687.758008211,31829390.50008662,7471969.358231898,31822707.942954946,7476760.66157672,31819738.660069436,7476900.982602658,31811013.467974514,7474224.467592685,31800247.86843539,7476619.493652472,31798391.231312305,7471405.305748742,31809899.708452567,7471123.692783488,31816397.3815036,7466471.506536292,31819552.66222927,7466189.78199112,31828462.73840484,7468586.35207378
广州/白云,32668794.297712915,8199061.6878832225,32668794.297712915,8199061.6878832225,32676404.61652637,8200534.841717336,32672692.456039723,8206695.299362819,32676033.73460556,8212451.176251775,32674733.977243446,8214994.353262595,32667866.53603113,8219008.699399544,32667123.658429995,8225696.909004278,32659141.34393621,8224627.196181396,32663225.500103183,8218071.835681134,32660070.21937751,8212719.404223766,32661183.978899457,8210041.752972634,32667680.53819097,8205891.923579027
庆阳/西峰,32049173.121590264,7188049.934605627,32049173.121590264,7188049.934605627,32042118.56877826,7191801.913674407,32036178.889247723,7185451.486872598,32026341.051390372,7183718.858888067,32023741.536666155,7182274.511862939,32023184.65690518,7175629.191487873,32014274.58072962,7171004.555280972,32021143.135701455,7167245.703121526,32027082.81523199,7173317.542624706,32037292.64876967,7174906.960178376,32039149.28589275,7176785.7063141875,32040077.047574535,7182996.275078464
库车/龟兹,29300228.623587973,6653122.953595555,29300228.623587973,6653122.953595555,29301342.38310992,6659042.38192714,29288905.03052835,6658739.210980777,29280737.831953924,6663290.352423815,29277210.555547923,6663593.38430137,29267558.71553074,6660255.883317355,29254935.365109004,6662683.350832051,29253821.605587058,6656462.85664553,29266815.8379296,6656918.169343937,29274983.03650403,6652364.100284391,29278139.430989224,6651908.578159869,29288163.266686734,6655400.0753898015
康定,31393353.647244856,7670550.149474238,31393353.647244856,7670550.149474238,31386114.21035221,7673186.304666033,31381659.172264427,7666524.139930466,31372935.093929026,7664303.2360270275,31370893.572725296,7661664.495377243,31371450.45248627,7655274.1970989015,31364395.899674267,7649715.718964971,31372007.332247242,7646934.77343002,31375905.490574054,7653745.97228016,31384629.568909455,7656247.067143679,31387227.96987415,7658608.503141159,31386114.21035221,7664997.204024196
延吉/朝阳川,34488120.476811305,6542580.891508205,34488120.476811305,6542580.891508205,34489791.11609422,6548567.568762332,34476796.883751675,6548260.956801923,34468443.687337086,6553017.411884775,34464917.52469061,6553630.324633047,34455264.57091391,6550408.877504969,34442456.33641153,6552710.02060578,34441342.57688959,6546725.909264402,34454336.80923212,6546573.035752904,34462133.12588574,6541967.277719518,34465659.28853222,6541659.53479823,34475683.12422974,6544883.898733856
张家界/荷花,32366779.469425447,7740594.584829313,32366779.469425447,7740594.584829313,32368822.104388695,7745840.086990083,32357869.39324988,7746530.7242872445,32351743.71587918,7751498.3186758645,32348217.5532327,7751912.204175612,32339678.35897794,7749842.65259776,32329654.52328043,7752326.07727297,32327241.006396376,7747358.780939428,32338193.717535187,7746392.4339787485,32344504.278986532,7741698.849247916,32348031.555392534,7741284.65693109,32356570.749647293,7743632.134052698
张掖/甘州,31281420.81528931,6918789.114810723,31281420.81528931,6918789.114810723,31278079.536723472,6923817.8522102535,31267313.93718434,6919972.196820151,31256918.105806503,6921599.716761339,31253762.825080827,6920712.332356818,31248194.027471103,6915089.90886616,31236313.554650504,6913166.555628963,31240026.82889667,6907540.111427305,31250421.54651499,6911537.735964216,31260816.26413331,6910057.903174764,31264343.540539313,6911241.963655957,31269912.33814904,6916865.54731038
徐州/观音,33161632.88617391,7325793.542081386,33161632.88617391,7325793.542081386,33162560.647855688,7331355.30836318,33151238.168555588,7330641.836342884,33143255.854061805,7334776.642516922,33138986.813814186,7335204.240217222,33130818.501480233,7331640.171937908,33119680.906260777,7333350.9209293425,33118753.144578997,7327932.990739894,33130076.737638623,7328502.874935275,33137687.056452077,7324081.705826033,33141956.096699692,7324081.705826033,33150495.290954452,7327219.313460439
德宏/芒市,31032124.680213623,8120110.215097258,31032124.680213623,8120110.215097258,31038064.35974416,8123877.881328884,31029340.281408757,8127780.2817756925,31028226.521886814,8133966.987706747,31026555.882603895,8134773.846571997,31017274.92450752,8135850.1342605,31011149.24713682,8141630.539875098,31005765.333607733,8137866.974331288,31014118.530022327,8133563.543323373,31015232.289544273,8127780.2817756925,31017274.92450752,8126434.648698207,31026185.000683088,8125492.55858984
忻州/五台山,32649117.508238696,6927513.120915711,32649117.508238696,6927513.120915711,32652273.90272389,6932832.896039146,32640393.429903295,6934162.423023106,32634267.752532594,6939626.803075787,32631112.47180692,6940069.713828024,32620716.64042908,6938150.005263539,32610135.924970593,6941546.24497995,32607351.52616573,6936377.931337828,32618861.11706552,6935196.67984027,32624986.79443622,6929434.75431344,32628142.075161893,6928991.39958548,32638351.90869957,6930764.70726248
怀化/芷江,32275080.306705087,7871289.72085684,32275080.306705087,7871289.72085684,32281576.865996595,7874299.290219165,32273966.54718314,7879222.2474463675,32273780.549342975,7885373.602301214,32271739.02813925,7886876.598699957,32262828.951963685,7888926.262463562,32257817.034114927,7895073.529499683,32251320.47482342,7891658.426949058,32259116.79147704,7886739.6709050685,32259301.67555768,7880588.89292977,32260787.43075996,7879085.24769222,32269697.506935522,7877171.217945059
恩施/许家坪,32240553.761524767,7631771.942621432,32240553.761524767,7631771.942621432,32248906.95793936,7632885.16497073,32245565.679373525,7639703.587728484,32249834.719621144,7645266.260053283,32249463.837700337,7646934.77343002,32242967.278408825,7651383.673234632,32242595.282728493,7658747.692270499,32234242.086313903,7657914.202716552,32237955.360560067,7651105.139434783,32233500.32247229,7645544.916387109,32233685.20655293,7643597.536702321,32240739.759364933,7639146.858065198
成都/双流,31628172.022294767,7613803.729724538,31628172.022294767,7613803.729724538,31636339.220869195,7615894.319710238,31630399.54133866,7622302.8294187,31632997.94230336,7628291.368450318,31631141.305180274,7630657.791107176,31623344.988526653,7634137.741030503,31620746.587561954,7640955.517910188,31612950.270908333,7639146.858065198,31618519.068518065,7632885.16497073,31615920.667553365,7626898.714295931,31617776.190916926,7624113.799698036,31625944.503250875,7621049.127525782
扎兰屯/成吉思汗,33721297.04595165,6092615.730791286,33721297.04595165,6092615.730791286,33710716.33049317,6091164.446754855,33715357.36642111,6083258.492028648,33710530.332653,6076800.292651406,33710902.32833333,6074861.713669231,33720183.2864297,6069689.430945594,33720554.16835051,6061602.9678087,33731506.87948933,6062573.775932752,33726494.961640574,6070336.375367854,33731877.76141013,6076961.175492704,33730949.99972835,6079383.753900373,33722224.80763343,6084066.160018984
扬州/泰州,33390696.465773925,7469150.53216834,33390696.465773925,7469150.53216834,33382157.27151917,7470419.209661158,33381414.39391803,7463228.327198703,33373990.072944738,7458855.083652923,33373061.19750344,7456456.636173976,33376774.471749604,7450668.989856643,33372319.433661822,7444173.508976627,33381043.511997223,7442902.144067813,33381971.273679003,7450104.816464925,33389396.708411817,7454056.877944817,33389953.58817279,7456456.636173976,33386426.31176679,7462240.736740514
抚远/东极,35029407.60447694,6032915.574818612,35029407.60447694,6032915.574818612,35036090.161608614,6037621.900170175,35024209.68878803,6042001.673393935,35020868.41022219,6049135.028847983,35017713.12949651,6050268.593291193,35005461.774755105,6050916.97278057,34995994.81881857,6057070.783778201,34988755.381925926,6051888.965967177,35001192.734507486,6047676.539457097,35004162.017393,6040867.036315519,35007318.41187819,6039407.166301882,35019940.64854041,6038757.932365696
揭阳/潮汕,33032436.7816282,8187805.850672038,33032436.7816282,8187805.850672038,33038562.458998904,8191022.573179455,33030766.142345283,8195846.502638885,33030395.260424476,8201606.072519289,33028167.741380587,8203347.38076683,33019442.549285658,8204552.611372217,33014245.74735626,8210711.6069738995,33008120.06998556,8207096.972961177,33015916.386639178,8202543.845959019,33016287.268559985,8196516.115541756,33018328.78976371,8195176.059204046,33027053.981858637,8193702.436795821
攀枝花/保安营,31388713.72507643,7944023.152893895,31388713.72507643,7944023.152893895,31396324.043889888,7946064.906769678,31391312.12604113,7952324.8225511275,31393353.647244856,7958037.870247735,31392239.88772291,7960213.970647059,31384443.571069293,7963477.124145599,31382031.16794476,7970272.823634043,31374791.731052108,7968370.531530683,31379803.648900867,7962253.524359467,31377761.013937615,7956405.79245226,31378874.77345956,7954229.141055932,31386671.09011318,7950963.980629078
敦煌,30629500.613030232,6790488.705161994,30629500.613030232,6790488.705161994,30630428.374712016,6796627.914192339,30617992.13588997,6796028.887984505,30610009.82139618,6800368.566287845,30606297.660909537,6800668.405865573,30597015.58905364,6797375.974215286,30584579.350231595,6799470.790588052,30583836.472630456,6793633.33114916,30596273.825212024,6793783.350590651,30604441.023786455,6789590.06308745,30607968.300192453,6789290.797755785,30617435.256128993,6792435.7917765165
新源/那拉提,29357216.35704737,6492700.907582333,29357216.35704737,6492700.907582333,29357958.120888986,6499027.855678174,29344779.004465804,6498102.312696477,29336054.926130403,6502574.632618748,29332898.53164521,6502882.704321355,29323431.575708672,6499027.855678174,29310623.34120629,6501032.274715252,29309881.577364676,6494707.579583013,29323060.69378786,6495633.45131306,29331784.772123262,6491157.881783233,29334941.166608457,6491003.194976692,29344408.122544996,6494399.244382877
日照/山字河,33358211.441797335,7219328.676576691,33358211.441797335,7219328.676576691,33353570.405869387,7224077.976263646,33344660.32969382,7219041.065120621,33334822.491836473,7219328.676576691,33331481.213270634,7217745.428827805,33327953.936864637,7211697.193625901,33317002.33948534,7208816.249253435,33322200.255174264,7204060.631785728,33330924.333509665,7208816.249253435,33340762.171367012,7208527.509855404,33344103.449932847,7209824.18668149,33348001.608259656,7216161.962990982
昆明/长水,31520694.228427,8061049.46066677,31520694.228427,8061049.46066677,31527004.789878346,8064291.345197872,31519580.46890506,8068882.336219182,31519208.473224726,8075092.558990316,31516796.070100192,8076847.375015601,31507699.99608446,8078736.39961648,31502874.07607587,8084807.6130232215,31496191.518944196,8081434.732644474,31504172.71967846,8076712.146896439,31504544.71535879,8070502.558544939,31506586.236562517,8068477.254725137,31515682.310578246,8066856.825023366
普洱/思茅,31297570.32835752,8272176.878013177,31297570.32835752,8272176.878013177,31289774.0117039,8272844.322261663,31290330.891464874,8265773.241887389,31284762.093855143,8261503.113635474,31284205.21409417,8259501.005713901,31289032.247862287,8254294.446432106,31286618.73097823,8247617.351508005,31294229.049791683,8247349.669162843,31293858.16787088,8254027.668371687,31299426.965480603,8258700.098069513,31299983.845241576,8260568.558303105,31295157.925232988,8265506.639676071
景德镇/罗家,33108172.42912051,7715303.884923238,33108172.42912051,7715303.884923238,33114298.106491216,7718623.36574284,33106130.907916784,7723186.332811778,33105388.030315645,7729682.197741365,33103346.509111922,7731202.678677006,33094436.432936355,7732722.161971038,33088495.6396463,7738799.240992442,33082555.96011576,7735070.273822551,33090538.274609543,7730373.647839696,33090909.15653035,7724430.513731664,33092950.67773408,7722633.050625451,33102232.749589976,7721112.446014548
朝阳,33450839.479958996,6657373.461122521,33450839.479958996,6657373.461122521,33460306.435895536,6655703.348504383,33461605.079498127,6663441.414516365,33469958.275912717,6667839.407674889,33470515.15567369,6670113.154268376,33466246.11542607,6676476.879967081,33471258.03327483,6683593.069550004,33462161.9592591,6684803.57884039,33460491.31997618,6676931.276100742,33452510.119241916,6672689.135425501,33451396.35971997,6670870.651109893,33455665.39996759,6664351.378480656
杭州/萧山,33477940.590406504,7644293.41987493,33477940.590406504,7644293.41987493,33481467.86681251,7649159.409643385,33471258.03327483,7651661.367289863,33466616.997346878,7657219.866107436,33462904.83686024,7658191.760528147,33453808.762844503,7657219.866107436,33444527.804748133,7661387.0098548755,33440629.64642132,7656524.65969809,33451396.35971997,7654440.490096408,33455479.402127422,7648742.370880432,33459192.676373594,7647491.175982697,33468659.63231013,7648464.615797127
果洛/玛沁,31239840.831056505,7303662.705495368,31239840.831056505,7303662.705495368,31235014.911047917,7308235.496927533,31226104.83487235,7303805.8999879565,31216451.881095648,7304091.4263354335,31212553.722768836,7302805.217090122,31208284.682521217,7296944.3296584375,31197888.851143375,7294084.448314315,31202159.005150516,7289076.909315317,31211439.96324689,7293941.135647307,31221092.917023595,7293226.262561191,31224991.075350404,7294942.571483351,31228889.233677216,7300804.45429313
柳州/白莲,32242967.278408825,8156678.599157326,32242967.278408825,8156678.599157326,32235912.72559682,8158827.430666486,32232943.442711316,8152246.304591853,32224961.128217526,8149290.510444729,32223476.486774772,8147544.351489717,32225147.126057692,8141630.539875098,32219578.328447964,8135850.1342605,32226817.76534061,8133698.29485623,32229602.164145477,8140286.8542837445,32237955.360560067,8143243.462333698,32238697.12440169,8144990.884822926,32237026.48511877,8150902.6810258925
桂林/两江,32301253.65547081,8051319.802172229,32301253.65547081,8051319.802172229,32309049.972124435,8051995.397136987,32306822.453080542,8058752.182085983,32311277.491168324,8063750.807209733,32310906.609247517,8066046.5479020495,32304965.815957457,8070637.839610372,32305894.691398762,8077791.510532128,32297912.376904972,8077117.018068792,32300325.89378903,8070368.086400678,32295313.975940276,8065371.555347085,32295684.857861087,8063075.7165373545,32301624.537391618,8058482.225808765
梅县/长岗岌,32988072.398590535,8130873.928192473,32988072.398590535,8130873.928192473,32994012.078121074,8134370.422122136,32986029.763627287,8138807.543507318,32984731.1200247,8144587.712020414,32983245.364822425,8146065.695137671,32974335.288646854,8147141.241357975,32968581.606956486,8152917.672309125,32962640.813666426,8149559.753917032,32970437.130320046,8144990.884822926,32971366.005761348,8139210.858498572,32973407.526965078,8137866.974331288,32982317.603140645,8136656.900141147
梧州,32441958.237156786,8219276.021245616,32441958.237156786,8219276.021245616,32434347.91834333,8219276.021245616,32435832.559786085,8212317.863767628,32430449.760016523,8207631.98739995,32430449.760016523,8206025.286598203,32435461.677865274,8201338.47209273,32434347.91834333,8194372.134989149,32441958.237156786,8194372.134989149,32440287.597873867,8201338.47209273,32445856.395483598,8206025.286598203,32445856.395483598,8207631.98739995,32440287.597873867,8212317.863767628
榆林/榆阳,32268954.629334386,6966904.958585247,32268954.629334386,6966904.958585247,32256517.27675282,6970438.68635267,32254475.755549088,6962191.80102987,32245936.561294332,6958949.802512784,32244822.801772386,6957181.185798703,32246308.556974664,6950546.261986446,32238140.24464071,6944349.938494151,32250948.47914309,6941103.395734702,32254661.753389254,6949071.863780113,32261344.310520932,6952463.736576099,32262828.951963685,6954675.438762736,32260787.43075996,6960718.126497293
武汉/天河,32778128.72870376,7594833.504295842,32778128.72870376,7594833.504295842,32784439.290155105,7598183.145947223,32776272.091580674,7602927.277665397,32775344.329898898,7609342.131618554,32772744.815174676,7611015.199920544,32763092.975157492,7612409.539016235,32757338.179707598,7618680.9762110105,32750655.622575924,7615058.123712517,32759565.69875149,7610178.692499446,32760122.578512467,7604182.714759322,32762720.979477167,7602229.202419521,32772373.93325387,7600694.812286782
永州/零陵,32472215.742089488,7960893.580610771,32472215.742089488,7960893.580610771,32480198.05658327,7960077.718621355,32479826.06090294,7967282.701004373,32485766.854193002,7971767.255702402,32486508.618034616,7973941.378738161,32481868.69586619,7979374.915373956,32484281.098990723,7986163.494058646,32476484.782337103,7986706.742801607,32476670.78017727,7979510.178858513,32470545.10280657,7975027.915745541,32470174.22088576,7972582.48651059,32474629.258973543,7967418.887974247
汉中/城固,32005736.50023438,7401439.593933942,32005736.50023438,7401439.593933942,32008891.780960053,7406683.445344977,31997383.303819783,7408241.625858156,31991999.3902907,7413199.6180441845,31989214.991485834,7414049.260514348,31979377.15362849,7411925.0436058305,31969353.317930978,7415323.613548406,31966939.801046923,7410225.404189456,31978077.39626638,7408950.519394782,31983461.30979546,7403565.636666141,31986245.708600327,7403140.45779953,31995712.664536864,7404983.075854721
池州/九华山,33173698.243075147,7615894.319710238,33173698.243075147,7615894.319710238,33168872.323066555,7620074.500633698,33161076.00641294,7615058.123712517,33151609.0504764,7615058.123712517,33149010.649511695,7613803.729724538,33145854.255026504,7607808.576641715,33136387.299089964,7604601.16697387,33140842.337177746,7600416.041190308,33148824.651671536,7605158.524506931,33158477.60544824,7605158.524506931,33161076.00641294,7606693.22705132,33164046.403057966,7612688.054475913
沈阳/桃仙,33815223.7277159,6649630.652972917,33815223.7277159,6649630.652972917,33821906.28484758,6654033.8651473075,33810954.68746828,6658283.981936803,33808727.16842439,6664958.278071949,33804829.010097586,6666625.9235486705,33793877.412718296,6667535.595725457,33786081.09606467,6673295.52601281,33779583.42301364,6669051.834103415,33789979.25439148,6664806.329182312,33792391.65751602,6658131.9307786105,33796289.81584283,6656007.523023166,33807242.52698164,6655552.168472696
河池/金城江,32059567.83920858,8105567.49126498,32059567.83920858,8105567.49126498,32053999.041598856,8109338.545749441,32047873.36422815,8103546.631617038,32039334.169973396,8102333.993999893,32037292.64876967,8101121.264929613,32036549.77116853,8094921.171563336,32028196.57475394,8090741.406704221,32034137.368043996,8086965.979165724,32040263.0454147,8092763.8793817125,32049173.121590264,8093977.24032517,32050471.76519285,8095190.509353435,32051771.522554964,8101121.264929613
泉州/晋江,33262057.240989193,8086291.065897505,33262057.240989193,8086291.065897505,33268739.798120864,8088988.9295528475,33262428.12291,8094381.6735440735,33262985.002670974,8100446.947982145,33261500.36122822,8102333.993999893,33253147.164813623,8104759.177848017,33249619.88840762,8111224.550432252,33242380.451514974,8108530.421446135,33249249.006486814,8103142.429235313,33248320.131045513,8096943.116502642,33249619.88840762,8095190.509353435,33258159.08266238,8093034.062376525
洛阳,32584519.45596584,7265157.328827437,32584519.45596584,7265157.328827437,32586376.093088925,7270461.446323329,32574867.615948662,7271321.300003558,32568369.94289763,7276049.364953182,32565400.660012122,7276765.285259379,32556118.588156223,7274330.2897869,32545537.87269774,7277194.988301282,32543310.35365385,7271464.029590419,32554819.944553636,7271034.11591291,32561316.503845148,7265873.91687252,32564657.782410983,7265587.458986459,32573938.740507357,7268024.2770214565
济南/遥墙,33107058.66959857,7101838.225597641,33107058.66959857,7101838.225597641,33098334.591263168,7101838.225597641,33099819.23270592,7094271.853247696,33094064.437256027,7089176.68200358,33094064.437256027,7086118.278905446,33099819.23270592,7080873.333882693,33098334.591263168,7073438.728772265,33107429.551519375,7073438.728772265,33105388.030315645,7080873.333882693,33111699.705526516,7086118.278905446,33111699.705526516,7089176.68200358,33105388.030315645,7094271.853247696
济宁/曲阜,33026311.1042575,7218177.323814961,33026311.1042575,7218177.323814961,33027610.861619614,7223790.483473945,33016287.268559985,7224222.1516274605,33009047.83166734,7228537.94394656,33005892.55094167,7229256.797970072,32996425.595005125,7226524.396356149,32985472.883866318,7228682.063529996,32984174.240263723,7223358.799139599,32995496.719563827,7222782.907041889,33002551.27237583,7218177.323814961,33005892.55094167,7218033.072693881,33014987.511197876,7220768.353150368
海口/美兰,32369378.98414967,8485011.117215704,32369378.98414967,8485011.117215704,32369378.98414967,8490021.917361964,32359355.148452155,8488966.700933918,32351929.713719346,8492658.131436182,32348402.43731334,8492658.131436182,32340978.116340052,8489230.9058135,32330954.28064254,8490285.317213694,32330954.28064254,8484879.778289996,32340978.116340052,8486066.544180987,32348031.555392534,8482373.886119664,32351929.713719346,8482373.886119664,32359355.148452155,8485802.297130829
海西/德令哈,30900515.05878386,7057093.828296345,30900515.05878386,7057093.828296345,30903671.453269057,7062788.01200754,30891604.982608296,7063810.024557027,30885479.30523759,7069063.088968735,30882138.026671752,7069792.191235449,30872300.18881441,7067750.057955941,30861348.591435112,7071397.2715022415,30858749.076710895,7065707.54569795,30870258.667610683,7064685.709515279,30876384.344981384,7059430.552878041,30880282.503308192,7058700.763183186,30890120.341165543,7060452.877764368
海西/花土沟,30181583.287367873,6979856.564935276,30181583.287367873,6979856.564935276,30174158.966394585,6983092.246892827,30168961.050705664,6976473.366162645,30159123.212848317,6973971.249293241,30156523.698124096,6971616.925458519,30156895.693804428,6965285.238129824,30148356.499549665,6959687.229183731,30156338.81404345,6956444.470530319,30161535.61597285,6963075.731489867,30171188.569749556,6965579.509983664,30173972.96855442,6967936.044116655,30173786.970714252,6974560.190983152
淮安/涟水,33324427.774218157,7339906.803310867,33324427.774218157,7339906.803310867,33331481.213270634,7343182.967145801,33323498.89877685,7348452.177039666,33323498.89877685,7354572.041096171,33321271.37973296,7356564.635432015,33311804.423796423,7358556.045492251,33306792.505947664,7365098.145748977,33299739.066895183,7361542.968285394,33307721.381388966,7356564.635432015,33307721.381388966,7350160.519475102,33309392.02067189,7348452.177039666,33318858.976608425,7346458.233090198
