Airport,POS1Lon,POS1Lat,POS13Lon,POS13Lat,POS2Lon,POS2Lat,POS3Lon,POS3Lat,POS4Lon,POS4Lat,POS5Lon,POS5Lat,POS6Lon,POS6Lat,POS7Lon,POS7Lat,POS8Lon,POS8Lat,POS9Lon,POS9Lat,POS10Lon,POS10Lat,POS11Lon,POS11Lat,POS12Lon,POS12Lat
深圳/宝安,32733763.231906574,8282711.37347867,32733763.231906574,8282711.37347867,32726709.792854093,8285244.24824952,32723739.39620906,8278711.776997669,32715758.1954748,8276045.140674621,32713901.558351714,8273377.299058457,32715015.31787366,8267374.370763824,32709260.522423767,8262037.237143141,32716315.07523577,8259367.256701117,32719284.358121276,8266173.537864586,32727266.672615062,8268708.799607969,32729123.309738144,8271376.551629785,32728009.5502162,8277111.683752783
温州/龙湾,33513394.8972686,7832111.363105651,33513394.8972686,7832111.363105651,33520634.33416125,7834717.6977819605,33514508.656790547,7840339.408074254,33515437.532231852,7846644.647175263,33513766.892948933,7848562.725426972,33505598.580614984,7851166.067781352,33502072.417968504,7857877.34471244,33494460.98539552,7855275.216467016,33501143.5425272,7849659.35971798,33499658.901084445,7843766.637733027,33501700.422288172,7841710.562856251,33510053.618702766,7838968.944563761
湛江,32329840.521120593,8374589.244057117,32329840.521120593,8374589.244057117,32337636.837774217,8373129.741155005,32338935.481376804,8379893.100829398,32345618.03850848,8383605.536804696,32346360.916109614,8385329.05837651,32343762.515144914,8390895.415430855,32347845.557552367,8397122.207079887,32340049.24089875,8398711.76281827,32338750.59729616,8391955.221067468,32332068.040164486,8388112.4441783875,32331325.162563346,8386389.17966705,32334295.55920838,8380954.326946506
满洲里/西郊,33142698.97430083,5912270.60071278,33142698.97430083,5912270.60071278,33139543.69357516,5918195.145712789,33126363.46339245,5914739.660442995,33114298.106491216,5916879.264200109,33110213.950324237,5916385.632982723,33102232.749589976,5910459.832417484,33088124.75772549,5908977.739488233,33091095.154370517,5903046.791988013,33104274.270793706,5906671.090928685,33116711.62337527,5904364.807211272,33120794.665782727,5904859.133982382,33128406.0983557,5910953.8062153
漠河/古莲,33706818.172166355,5582029.651795338,33706818.172166355,5582029.651795338,33698278.9779116,5586481.90980866,33688998.01981522,5579459.730197485,33675446.907711715,5578431.533151184,33673034.50458717,5576717.238336201,33670991.86962393,5569171.876423328,33658183.635121554,5564194.03155495,33666722.82937631,5559042.018049796,33675818.90339204,5566253.917223683,33689368.901736036,5567798.486973658,33692339.29838106,5568999.958135745,33694195.935504146,5576545.4803341525
潍坊,33325169.53805977,7118261.887587801,33325169.53805977,7118261.887587801,33316445.459724367,7119859.968832759,33314588.82260129,7112451.44817364,33306792.505947664,7108672.078554533,33305864.744265888,7106491.4249178525,33309020.024991557,7100383.319393016,33304380.10282313,7093544.364575978,33312733.29923772,7091943.372031025,33314403.93852064,7099365.557273593,33322757.134935237,7103583.512618958,33323684.896617018,7105619.043805432,33319972.73613037,7111433.917550107
澜沧/景迈,31179697.816871434,8294171.595060135,31179697.816871434,8294171.595060135,31175799.65854463,8298700.707152462,31167446.462130032,8294438.562610997,31158536.38595447,8295104.365370595,31156122.86907041,8294171.595060135,31152410.708583765,8288709.067218444,31142757.754807062,8286043.943712073,31147027.908814203,8281645.169881686,31154824.225467823,8285910.397089962,31163734.301643386,8285110.695576051,31166146.70476792,8286043.943712073,31169859.97901409,8291373.789007534
烟台/蓬莱,33533442.568663627,7004978.810119989,33533442.568663627,7004978.810119989,33540497.12147563,7008647.053224999,33530844.167698927,7013632.885288278,33529730.40817698,7020229.03366544,33526760.011531956,7022134.134856693,33516922.173674606,7023305.865548713,33510239.616542928,7029603.622963659,33503371.06157109,7025942.457076946,33512467.135586824,7020962.277819904,33513580.895108767,7014659.509446772,33516736.17583444,7012607.043752834,33526946.009372115,7011287.207724095
牡丹江/海浪,34484779.198245466,6380442.01723814,34484779.198245466,6380442.01723814,34494060.156341836,6383409.64127551,34486449.837528385,6389809.26286085,34488120.476811305,6396673.235390904,34486820.71944919,6398855.660595104,34476611.99967104,6402128.812274601,34472341.8456639,6409762.034226226,34463431.769488335,6407113.962568572,34471043.20206131,6400258.579982063,34469000.56709806,6393398.174826365,34470300.32446017,6391681.585004366,34480510.15799785,6388092.95005255
玉树/巴塘,30877312.106663164,7433998.919035986,30877312.106663164,7433998.919035986,30875270.585459437,7439651.940146612,30864689.87000095,7436684.130639593,30855407.798145056,7439228.01109823,30851324.755737603,7438804.067475516,30844456.200765766,7433998.919035986,30833504.60338647,7433433.134890122,30835175.24266939,7428059.857445879,30845940.842208516,7430463.826053137,30855036.91622425,7428059.857445879,30859121.072391227,7428908.470482249,30865617.63168273,7433433.134890122
珠海/金湾,32686243.568143234,8311881.082466919,32686243.568143234,8311881.082466919,32691626.3679128,8315340.717929528,32683273.171498206,8319465.379353232,32681973.414136097,8325583.973154163,32679189.01533123,8327445.394793604,32670464.93699583,8328642.092606813,32663968.377704322,8333960.057406105,32658399.58009459,8330237.566418833,32666566.778669022,8326115.371567253,32668051.420111775,8320263.540062625,32671392.69867761,8318401.376019264,32679931.89293237,8317203.9975893255
琼海/博鳌,32362324.431337662,8559772.075930811,32362324.431337662,8559772.075930811,32355270.99228518,8562530.880285699,32351929.713719346,8555961.958241578,32343947.39922556,8553596.5418788,32342276.75994264,8551625.15482917,32343205.63538394,8545972.538093396,32336893.960173078,8540581.900723329,32343762.515144914,8537820.159098845,32347288.677791394,8544132.16487969,32355270.99228518,8546761.331744283,32356941.6315681,8548601.469835572,32356013.86988632,8554647.608602956
甘南/夏河,31499160.801829703,7264727.182803596,31499160.801829703,7264727.182803596,31497119.280625977,7270174.241093962,31486724.563007656,7267451.459797423,31476885.611390788,7269887.888729903,31473173.450904142,7269314.302968027,31466861.775693275,7264440.696748652,31455353.298553012,7263866.843148384,31457394.81975674,7258559.724217588,31468161.533055387,7261285.443087177,31477442.491151758,7258703.470833205,31481340.64947857,7259420.455884829,31488023.206610247,7264297.020911667
白城/长安,33766961.186351426,6292397.474597861,33766961.186351426,6292397.474597861,33772529.98396116,6297599.910923146,33760278.629219756,6300909.015875734,33756380.47089294,6307523.648524332,33753039.192327105,6308625.939124297,33741530.71518684,6307995.940036207,33731134.883809,6313661.546160115,33725752.084039435,6308311.41724238,33738003.43878084,6304847.186173072,33742272.479028456,6298545.4913087785,33745242.87567349,6297442.9351423755,33756751.35281375,6297757.829629555
白山/长白山,34256829.37816739,6607927.39681036,34256829.37816739,6607927.39681036,34266296.334103934,6608232.134798862,34263327.05121843,6615855.737355407,34269266.73074897,6621949.262031865,34268709.850987986,6623776.765554795,34261656.41193551,6629257.239805663,34262398.17577712,6637016.027688078,34252746.33575994,6636255.9363407325,34255715.61864545,6628649.057724463,34250146.82103572,6623015.651614815,34250332.81887588,6620883.670680643,34257572.25576854,6615550.32174181
百色/巴马,31978077.39626638,8190486.2275181785,31978077.39626638,8190486.2275181785,31973994.353858925,8195042.610442302,31966012.039365143,8190351.937392699,31957287.96102974,8190486.2275181785,31954688.446305517,8189279.990282648,31951904.047500655,8183649.735811899,31942252.20748347,8180833.898480833,31946707.245571256,8176273.649079539,31954688.446305517,8180968.264921391,31963413.638400443,8180968.264921391,31966012.039365143,8181772.831788857,31968796.438170005,8187671.539096756
石家庄/正定,32838085.74504867,6973088.217658367,32838085.74504867,6973088.217658367,32830289.428395048,6976178.510447971,32825277.51054629,6969261.2010755455,32815810.554609753,6966610.723167661,32813212.15364505,6964549.081205039,32814139.915326834,6957771.052020984,32806157.600833047,6952021.341105057,32813953.917486668,6948924.058713337,32818965.835335426,6955854.531018062,32828432.791271962,6958507.675786835,32831032.305996187,6960571.366740838,32830103.43055488,6967346.738321585
石河子/花园,29638440.636338677,6419254.938927244,29638440.636338677,6419254.938927244,29637511.760897372,6425319.549981978,29624518.642314352,6423920.371289358,29615051.686377816,6427651.052436929,29611710.407811977,6427496.2585660685,29602800.33163641,6423143.270873975,29589249.2195329,6423920.371289358,29589806.09929387,6417544.011410398,29602800.33163641,6419100.006869126,29612638.169493757,6415676.850192703,29615979.448059596,6415832.772353362,29624889.524235163,6420188.210565882
神农架/红坪,32327427.004236538,7523868.493061019,32327427.004236538,7523868.493061019,32335780.20065113,7522464.542799632,32336893.960173078,7529481.900731636,32344690.276826695,7533690.120511563,32345618.03850848,7535793.708993116,32341905.878021833,7541401.021633446,32345990.034188807,7548267.593314586,32338007.719695024,7549387.990461359,32336523.07825227,7542241.990205745,32329097.643519454,7538457.195359996,32328354.76591832,7536354.04639709,32331882.04232432,7530323.656024391
福州/长乐,33380857.514157057,7993492.056946167,33380857.514157057,7993492.056946167,33388096.951049704,7996070.060807005,33381971.273679003,8001766.666987554,33383085.03320095,8007596.174365334,33381229.50983739,8010171.810034219,33373061.19750344,8012747.015097888,33369719.9189376,8019520.833891522,33362852.477725282,8016946.758743709,33368978.155095987,8011255.774174221,33367307.515813068,8005155.9575602375,33369349.037016794,8003122.147555491,33377516.235591218,8000274.360832005
秦皇岛/北戴河,33328510.81662561,6832487.84447032,33328510.81662561,6832487.84447032,33331110.331349827,6838303.324626794,33319229.858529232,6839346.1867551,33312733.29923772,6844413.2170796,33309392.02067189,6845009.438405108,33298996.189294044,6843072.264271168,33288044.59191475,6846051.626056861,33285074.195269722,6840687.621710481,33297325.550011124,6839346.1867551,33304194.104982965,6834277.571159992,33307164.501627993,6833680.731729332,33317559.219246313,6835917.583766602
稻城/亚丁,31202159.005150516,7741008.797928306,31202159.005150516,7741008.797928306,31193805.808735922,7742527.196472537,31192320.053533643,7735484.653530939,31185080.616641,7731754.785383666,31183409.97735808,7728715.435585586,31186566.37184328,7722910.109274901,31181925.335915327,7716410.191763645,31189907.65040911,7714888.892935516,31191763.173772674,7721942.038539773,31199188.608505487,7725950.749033841,31200302.368027434,7728715.435585586,31197147.08730176,7734794.28999391
腾冲/驼峰,31020430.205233194,8099908.444339194,31020430.205233194,8099908.444339194,31012819.886419736,8099908.444339194,31013933.645941682,8093034.062376525,31008921.728092927,8088179.780145902,31008921.728092927,8085886.427949743,31013933.645941682,8081029.971380969,31012819.886419736,8074147.453106418,31020430.205233194,8074147.453106418,31018945.56379044,8080895.588365807,31024514.36140017,8085886.427949743,31024514.36140017,8088449.23145003,31018945.56379044,8093034.062376525
营口/兰旗,33682501.46052372,6746813.061781116,33682501.46052372,6746813.061781116,33690668.65909815,6749670.772292685,33683243.22436533,6755833.717025417,33684542.98172744,6762744.424484161,33682686.34460436,6764546.366468942,33672848.50674701,6767098.270855457,33668764.35058004,6774601.647897691,33660411.15416545,6771750.943839813,33668022.58673842,6765597.652083851,33666722.82937631,6758688.886225266,33668022.58673842,6756885.904728349,33677860.424595766,6754331.433034198
衡阳/南岳,32599741.207352277,7930813.611691039,32599741.207352277,7930813.611691039,32606052.882563144,7934218.848064329,32597884.57022919,7938713.287357163,32597699.686148547,7944839.887878536,32595843.04902547,7946473.224120901,32586932.972849898,7948106.382199259,32581178.177400008,7953957.343543051,32575238.49786947,7950555.785622809,32583034.814523086,7946064.906769678,32583220.812363252,7939938.808504249,32585076.335726816,7938441.208010997,32594358.407582708,7936670.528384119
衢州,33303823.223062158,7748186.787860502,33303823.223062158,7748186.787860502,33309020.024991557,7752601.709876597,33298996.189294044,7755636.615896953,33296026.906408537,7761703.604575304,33293799.387364645,7762806.18249708,33284146.43358794,7762806.18249708,33276350.11693432,7767492.608566475,33271709.081006374,7763357.852128842,33281176.036942914,7760049.159627153,33284146.43358794,7753981.445693699,33286559.950471997,7752877.336981109,33296026.906408537,7752877.336981109
襄阳/刘集,32553334.18935136,7478451.171444561,32553334.18935136,7478451.171444561,32562059.381446283,7479155.201338586,32558532.105040282,7486055.638838749,32562801.1452879,7491685.039731568,32562059.381446283,7493514.515641838,32555376.82431461,7497875.647827335,32555004.82863428,7505327.516080834,32546280.75029888,7504203.226883768,32549808.02670488,7497312.761083004,32545537.87269774,7491826.037895704,32546094.752458714,7489856.1415729225,32553334.18935136,7485633.2896096865
西双版纳/嘎洒,31279936.17384655,8336484.885937049,31279936.17384655,8336484.885937049,31272510.73911374,8337947.307527396,31270840.09983082,8331300.871540616,31263229.781017367,8328109.970768305,31262672.901256394,8326248.61766395,31265271.302221093,8320529.319716671,31260445.382212505,8314675.670230472,31267870.816945314,8312679.580599182,31269726.34030888,8319465.379353232,31276780.893120885,8323056.823736252,31277708.654802665,8324786.048236277,31275110.253837965,8330237.566418833
西宁/曹家堡,31434934.74523718,7117971.698900271,31434934.74523718,7117971.698900271,31432335.230512958,7123634.680494618,31421754.51505447,7120150.108457314,31411916.677197125,7122038.010211116,31407461.639109343,7120875.860163739,31401521.95957881,7115792.864184501,31389641.48675821,7114195.072178995,31392796.767483883,7108963.381536372,31403377.482942365,7112451.44817364,31412844.43887891,7110561.923635731,31417671.47264702,7111579.533884154,31423240.270256747,7116664.449117467
西安/咸阳,32173171.310447052,7285356.352827092,32173171.310447052,7285356.352827092,32178926.105896946,7289649.528209954,32169459.149960406,7293368.7257295,32167231.630916514,7299803.516719766,32164447.232111648,7301090.053288978,32154237.398573972,7301662.088134814,32146997.961681325,7307520.632779691,32141243.16623143,7303091.625147735,32150896.120008133,7299088.9994386155,32152937.64121186,7293082.939440126,32155908.03785689,7291366.359157083,32165931.8735544,7290937.174928149
西昌/青山,31423611.152177557,7825113.791737892,31423611.152177557,7825113.791737892,31431778.350751985,7824977.099037327,31430850.5890702,7831974.737546731,31436605.3845201,7836912.180283092,31436419.386679932,7839791.56746142,31431221.470991015,7844862.816288422,31433448.9900349,7851850.733440701,31425281.791460477,7851987.991420697,31426209.553142257,7845000.141077561,31420455.871451885,7839928.118285184,31420269.87361172,7837460.13120083,31425838.671221446,7832111.363105651
贵阳/龙洞堡,31943365.967005417,7970680.4847705625,31943365.967005417,7970680.4847705625,31935383.652511634,7969593.635785694,31938910.928917635,7963204.677851378,31934826.77275066,7957493.591981436,31935383.652511634,7955181.61785725,31941880.211803142,7950963.980629078,31942252.20748347,7944023.152893895,31950233.408217736,7945112.667430364,31946892.129651897,7951508.495477226,31950976.285818875,7957221.85348392,31950048.524137095,7959533.51410551,31943365.967005417,7963748.749833781
赣州/黄金,32846809.82338407,8004885.069610132,32846809.82338407,8004885.069610132,32850523.097630233,8009629.392743263,32840127.26625239,8012068.900521966,32836229.107925583,8017218.247577509,32833630.706960887,8018301.716893838,32824349.74886451,8017353.177379182,32815996.55244992,8021416.776309105,32812283.27820375,8016676.078001719,32822307.11390126,8014237.298843209,32826205.27222807,8008816.137619283,32828804.786952294,8008002.839529113,32837899.747208502,8009087.769608469
赤峰/玉龙,33279320.513579354,6628192.439877297,33279320.513579354,6628192.439877297,33270038.44172346,6626060.667476162,33276906.996695295,6619360.021606283,33274308.595730595,6612806.641521787,33275607.239333183,6610825.227247109,33285074.195269722,6607012.210741384,33288230.589754917,6599382.636904212,33296954.668090314,6601977.157977238,33290642.99287945,6608689.681548645,33293242.507603675,6615093.094976056,33291942.750241563,6617227.247211538,33282104.912384216,6620578.411388209
达州/河市,32010376.422402807,7590645.239641156,32010376.422402807,7590645.239641156,32002580.105749186,7588969.555931529,32007221.141677134,7582543.817858158,32004622.740712434,7576535.087763902,32005364.50455405,7575136.899015631,32013160.82120767,7571641.184632173,32015017.45833075,7564368.20543563,32022813.774984375,7566047.078671073,32017801.857135616,7572760.385982972,32020772.253780648,7578491.627234139,32020029.37617951,7579889.45346125,32012233.05952589,7583801.223305938
连云港/白塔埠,33293242.507603675,7272467.386579052,33293242.507603675,7272467.386579052,33300852.82641713,7275046.315291165,33294356.26712562,7280775.520252774,33295840.908568375,7287359.743785329,33294356.26712562,7288934.394128834,33285446.19095005,7291795.527719512,33281548.032623243,7298945.747664135,33273936.600050267,7296372.065767769,33280619.157181937,7290222.119202131,33279134.515739188,7283924.659074975,33280248.27526113,7282350.195396645,33289529.233357508,7279199.774240224
通化/三源浦,34061364.58206591,6610825.227247109,34061364.58206591,6610825.227247109,34069160.898719534,6614484.035837794,34060250.82254397,6619969.69239407,34059693.942783,6626974.079802383,34057838.41941944,6628496.5497191865,34047257.70396095,6630475.317374124,34041132.02659025,6637168.4038989,34033335.709936626,6633821.972397269,34042430.67019284,6628039.924797602,34042987.54995381,6621492.333062549,34044844.1870769,6619817.049735285,34055238.90469521,6617684.374591791
郑州/新郑,32750469.624735758,7291652.187161921,32750469.624735758,7291652.187161921,32747128.346169926,7296801.051803645,32737476.50615274,7293082.939440126,32727452.670455232,7294655.965304023,32723368.514288254,7293368.7257295,32718356.5964395,7287932.446391603,32706848.119299233,7286215.113494758,32710374.281945713,7281205.076190764,32720398.117643222,7284926.948927105,32729865.073579766,7283209.176143765,32734135.227586903,7284497.52931202,32739518.02735647,7289649.528209954
郑州/新郑,32748428.10353203,7292797.146207518,32748428.10353203,7292797.146207518,32745086.824966196,7297802.244421365,32735433.87118949,7294084.448314315,32725410.03549198,7295800.632094156,32721883.8728455,7294513.517720226,32716499.959316414,7289363.65150046,32704991.482176147,7287503.136714097,32708332.760741986,7282493.649558415,32718542.59427966,7285929.153170374,32728009.5502162,7284640.957211523,32732092.592623655,7285642.327107694,32737104.51047241,7291080.524203271
鄂尔多斯/伊金霍洛,32305337.81163779,6860193.941721134,32305337.81163779,6860193.941721134,32299953.898108702,6865101.833875378,32291043.821933135,6859895.824325498,32280278.22239401,6860193.941721134,32276936.943828173,6859003.20622958,32272852.787661195,6852604.46335333,32261344.310520932,6849477.772942224,32266727.110290494,6844562.499098729,32276008.068386868,6849775.295718054,32286774.781685516,6849477.772942224,32289930.06241119,6850668.706280541,32294200.21641833,6857069.532919681
重庆/江北,31927030.456097037,7681787.257066408,31927030.456097037,7681787.257066408,31935012.770590827,7683589.313387506,31930371.734662876,7690104.986453378,31933527.01538855,7695924.345030062,31932413.255866602,7698278.810207782,31924802.937053144,7702017.85280463,31922946.299930066,7709077.675534941,31914965.0991958,7707278.184864301,31919605.021364227,7701048.293593095,31916820.62255936,7694954.34899899,31917563.5001605,7692876.145321431,31925173.81897396,7688857.654451849
金昌/金川,31467604.653294414,6945678.025635697,31467604.653294414,6945678.025635697,31461849.85784452,6950251.575652539,31453496.661429927,6944940.515035901,31442915.94597144,6944497.807060415,31439574.667405605,6943021.685599402,31436976.266440906,6936673.88824713,31426024.669061616,6932980.924950667,31431778.350751985,6928252.729421808,31440131.54716658,6933867.282416396,31450712.26262506,6934310.43339061,31454053.5411909,6935787.765095111,31456653.055915125,6942136.091535246
铜仁/凤凰,32232571.447030984,7835677.979639354,32232571.447030984,7835677.979639354,32238883.122241847,7839380.2619252335,32230529.925827257,7843766.637733027,32229045.284384504,7849933.094202105,32227374.645101584,7851303.332297226,32217907.68916505,7852536.188372723,32212152.89371515,7858150.922944267,32205841.218504287,7854727.123844972,32214194.414918877,7850070.370493524,32215680.170121156,7844177.817307638,32217350.809404075,7842806.898703011,32226817.76534061,7841573.206538036
银川/河东,31889719.512111858,6972646.67457499,31889719.512111858,6972646.67457499,31881737.197618067,6969702.883636656,31889162.632350884,6964107.1859767465,31888048.872828938,6957623.367433464,31890833.2716338,6954823.164134778,31900114.229730174,6952315.978529819,31904941.263498288,6945383.204599292,31913108.462072715,6948333.703057565,31905498.143259257,6954085.401461907,31906425.904941045,6960423.720856087,31904012.388056986,6962928.1201845575,31893988.552359477,6965874.657409544
锡林浩特,32970252.2462394,6437748.189942061,32970252.2462394,6437748.189942061,32978790.32673464,6440852.32701575,32970994.01008102,6447212.946610877,32972293.767443128,6454189.533946884,32970437.130320046,6456049.089313527,32959856.41486156,6459302.433365943,32955773.37245411,6466734.4604034405,32947048.180359185,6463948.132316798,32954844.49701281,6457598.749884179,32953173.857729886,6450469.327395096,32955030.49485297,6448298.841575131,32965611.210311458,6445507.086031029
锦州/锦州湾,33562586.31407438,6711405.001293736,33562586.31407438,6711405.001293736,33570939.51048897,6714724.539388362,33563143.19383535,6720457.350163956,33564070.955517136,6727391.367878409,33561843.43647324,6729350.588371929,33552191.596456062,6731761.344550109,33546993.68076714,6738838.4262370635,33539011.36627335,6735827.681479566,33546993.68076714,6729802.592563277,33546065.919085357,6723171.466249974,33547736.55836828,6721211.04315227,33557760.39406579,6718797.759801897
长春/龙嘉,34061550.579906076,6432312.326775337,34061550.579906076,6432312.326775337,34068233.137037754,6436971.2974785585,34056909.54397813,6441162.405259429,34053940.261092626,6448143.455509085,34050598.98252679,6449694.410396787,34039089.391627,6450314.907221733,34030551.31113176,6456359.599495599,34023868.75400009,6451710.178763928,34035377.23114035,6447678.212503344,34037790.74802441,6440696.818477877,34041132.02659025,6438989.780976556,34052826.50157068,6438368.54016027
长沙/黄花,32652273.90272389,7808635.307154089,32652273.90272389,7808635.307154089,32660811.983219128,7808360.778003296,32659513.339616537,7815641.00427112,32665639.016987238,7820447.380528211,32665823.901067883,7822780.77769263,32660811.983219128,7827995.561049293,32663039.50226302,7834717.6977819605,32654501.421767782,7834991.717954792,32655800.06537037,7827858.896026592,32649860.385839835,7823192.562323229,32649674.38799967,7820995.965128185,32654686.305848427,7815641.00427112
阿克苏/温宿,29013806.42860775,6693577.87794009,29013806.42860775,6693577.87794009,29013064.664766133,6699775.239129074,29000441.3143444,6697811.146567401,28991346.35408819,6701588.463505952,28987633.079842024,6701135.188196329,28979279.88342743,6697054.786505589,28966286.76484441,6697357.700157909,28967028.528686028,6691461.0249126265,28979651.87910776,6693426.364997366,28988746.83936397,6689645.9630672075,28992460.113610137,6689796.625754265,29001184.191945538,6694182.999543811
阿勒泰,29883095.73548641,6092777.2923011035,29883095.73548641,6092777.2923011035,29877898.93355701,6098096.527193642,29866946.2224182,6093099.439049467,29854694.867676795,6094228.310891913,29851539.58695112,6092937.883442756,29846156.787181556,6086486.78325529,29833162.554839015,6083904.438669672,29838360.47052794,6078092.118157286,29849682.94982804,6083420.225246601,29861934.30456944,6082451.718473774,29864533.819293663,6083420.225246601,29870102.616903394,6089874.538441058
阿尔山/伊尔施,33425964.77479586,6123358.783093821,33425964.77479586,6123358.783093821,33429121.169281054,6129141.407160448,33415199.175256733,6130586.474573849,33407587.742683757,6136364.394013539,33404246.464117922,6137006.47406101,33392737.98697765,6134438.838379016,33380115.750315443,6137969.0259325635,33377145.353670415,6132031.30682602,33390696.465773925,6130747.344195241,33398306.784587383,6125286.743316187,33401834.06099338,6124644.779108312,33412971.656212844,6126893.37800199
青岛/流亭,33464204.594222344,7151906.741882272,33464204.594222344,7151906.741882272,33455479.402127422,7153354.966382764,33454551.640445642,7146112.851261493,33446384.44187121,7141765.6927668955,33445641.56427008,7139447.100615568,33449353.724756718,7133356.994502254,33444713.802588295,7126247.397041781,33453251.883083533,7125086.555322525,33454737.63828581,7132486.709406542,33462347.957099263,7136692.171937588,33463647.71446137,7139012.202586421,33459934.440215208,7145243.55394675
鞍山/腾鳌,33731506.87948933,6695090.15971496,33731506.87948933,6695090.15971496,33740601.83974554,6696601.305809312,33735961.91757711,6704005.8875296395,33740044.95998456,6710348.060361636,33738931.20046262,6712159.373494622,33730578.00404803,6716686.227381343,33729279.36044543,6724226.155211063,33719997.28858954,6723020.399692925,33724824.322357655,6715629.842167212,33721111.04811148,6709291.008093443,33721853.92571262,6707177.475367304,33730393.119967386,6702948.166353375
鸡西/兴凯湖,34684513.034594566,6324982.305033764,34684513.034594566,6324982.305033764,34680800.87410792,6330794.82692687,34668735.517206684,6326867.746678231,34657411.92414706,6329067.569870428,34654256.64342139,6328125.122014239,34647758.97037035,6322310.916863671,34634393.85610701,6320738.650892688,34638292.014433816,6314920.725112021,34650172.48725441,6319009.5087322155,34661496.08031403,6317122.4583286885,34664280.4791189,6317436.67905964,34671147.92033122,6323567.970744379
黄山/屯溪,33236811.65390525,7700079.495861452,33236811.65390525,7700079.495861452,33231985.733896658,7704371.25849606,33224189.417243034,7699386.505379582,33214907.345387142,7698971.026445586,33212494.942262605,7697724.513085185,33209524.545617577,7691767.916351827,33200057.589681037,7688302.970415002,33205440.389450602,7684005.266236012,33212679.826343246,7689134.572122405,33222518.777960114,7689550.353738043,33224931.181084648,7690797.621666509,33227344.697968706,7696755.477334132
黎平,32219206.332767636,7966331.804478345,32219206.332767636,7966331.804478345,32222919.607013803,7970951.980994918,32213266.653237097,7973669.936102927,32209368.494910285,7979238.8358338345,32206954.978026234,7979782.331859008,32197860.017770022,7979102.7550746715,32189506.821355432,7983448.588944577,32185422.665188454,7978967.487962145,32195632.49872613,7976522.693885305,32199530.65705294,7970951.980994918,32201386.180416502,7969865.15151325,32210482.25443223,7970816.641143551
黑河/瑷珲,34242536.50222227,5863731.966275215,34242536.50222227,5863731.966275215,34232141.784603946,5866049.299456935,34228428.510357775,5858100.379447164,34217662.91081865,5853958.021285383,34215806.273695566,5851968.650082179,34218590.67250043,5845002.160518357,34211165.23776762,5837697.098472643,34221561.069145456,5834873.581938155,34225273.22963211,5843175.989838003,34236039.94293076,5846993.172426653,34237895.46629432,5848983.715091924,34234740.185568646,5856444.077310285
黔江/武陵山,32181338.50902148,7701741.199026327,32181338.50902148,7701741.199026327,32173542.19236786,7699664.038201325,32170386.911642186,7706447.698024245,32162033.715227593,7709216.343508691,32160733.957865484,7710876.9278491195,32162776.592828732,7716963.726425182,32156650.91545803,7723047.806991636,32164261.234271485,7725398.408136424,32167416.51499716,7718623.36574284,32175769.71141175,7715442.489429375,32176698.58685305,7713920.252411116,32175212.83165078,7707832.09133932
齐齐哈尔/三家子,33863487.3828399,6150472.733198732,33863487.3828399,6150472.733198732,33853463.54714239,6152394.823261994,33850307.152657196,6144543.35651069,33840098.43287904,6140695.369780421,33838984.67335709,6138610.990099619,33841583.07432179,6131549.722195685,33834529.635269314,6124483.798814237,33844553.47096682,6122394.645762119,33847708.751692496,6130426.565354878,33858289.46715098,6134118.192840464,33859403.226672925,6136204.588772252,33856432.83002789,6143421.84018969
